罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,自動車盗,柏,柏の葉キャンパス交番,122173,千葉県,柏市,若柴,2022/10/19,8,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,柏駅前交番,122173,千葉県,柏市,柏,2022/2/26,19,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,柏駅前交番,122173,千葉県,柏市,柏７丁目,2022/2/18,13,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,泉駐在所,122173,千葉県,柏市,岩井,2022/7/1,14,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,泉駐在所,122173,千葉県,柏市,岩井,2022/9/7,19,その他,駐車（輪）場,キーなし,なし,特殊自動車
窃盗,自動車盗,柏,泉駐在所,122173,千葉県,柏市,布瀬,2022/2/21,12,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,柏,緑ヶ丘交番,122173,千葉県,柏市,弥生町,2022/11/17,2,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,柏,船戸駐在所,122173,千葉県,柏市,船戸,2022/3/31,0,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,船戸駐在所,122173,千葉県,柏市,船戸１丁目,2022/1/18,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,船戸駐在所,122173,千葉県,柏市,船戸１丁目,2022/3/26,7,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,船戸駐在所,122173,千葉県,柏市,船戸３丁目,2022/7/24,20,一戸建住宅,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,船戸駐在所,122173,千葉県,柏市,船戸３丁目,2022/7/29,2,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,柏,花野井交番,122173,千葉県,柏市,小青田１丁目,2022/8/25,19,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,花野井交番,122173,千葉県,柏市,小青田１丁目,2022/8/25,22,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,花野井交番,122173,千葉県,柏市,小青田１丁目,2022/8/29,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,花野井交番,122173,千葉県,柏市,小青田２丁目,2022/1/17,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,花野井交番,122173,千葉県,柏市,小青田３丁目,2022/2/1,22,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,花野井交番,122173,千葉県,柏市,小青田３丁目,2022/8/29,11,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,花野井交番,122173,千葉県,柏市,小青田３丁目,2022/9/1,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,藤ヶ谷駐在所,122173,千葉県,柏市,藤ケ谷,2021/9/17,21,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,柏,藤ヶ谷駐在所,122173,千葉県,柏市,藤ケ谷,2022/4/29,19,その他,その他,キーあり,あり,乗用自動車
窃盗,自動車盗,柏,豊四季駅前交番,122173,千葉県,柏市,篠籠田,2021/12/18,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,豊四季駅前交番,122173,千葉県,柏市,高田,2022/6/10,0,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,豊四季駅前交番,122173,千葉県,柏市,豊上町,2022/2/15,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,豊四季駅前交番,122173,千葉県,柏市,豊四季,2022/4/15,22,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,高柳交番,122173,千葉県,柏市,しいの木台５丁目,2022/2/8,17,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,柏,高柳交番,122173,千葉県,柏市,高柳１丁目,2022/1/28,17,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,高柳交番,122173,千葉県,柏市,藤ケ谷新田,2022/1/24,19,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,柏,高田原交番,122173,千葉県,柏市,西原６丁目,2022/4/18,4,駐車（輪）場,駐車（輪）場,キーなし,あり,貨物自動車
窃盗,自動車盗,柏,高田原交番,122173,千葉県,柏市,みどり台３丁目,2022/1/28,1,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,上座,2022/9/13,7,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,佐倉,中志津駐在所,122122,千葉県,佐倉市,中志津１丁目,2022/4/11,6,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,佐倉,京成佐倉駅前交番,122122,千葉県,佐倉市,大蛇町,2022/7/28,15,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,京成佐倉駅前交番,122122,千葉県,佐倉市,下根,2022/3/27,18,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,井野,2022/5/1,19,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,井野,2022/5/1,21,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,井野,2022/6/18,22,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,上志津原,2022/3/26,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,西志津３丁目,2022/5/1,16,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,小篠塚,2022/4/29,19,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,表町２丁目,2022/12/4,21,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,八街幹部交番,122301,千葉県,八街市,大木,2022/4/12,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,貨物自動車
窃盗,自動車盗,佐倉,八街幹部交番,122301,千葉県,八街市,大木,2022/12/5,16,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,八街幹部交番,122301,千葉県,八街市,八街へ,2022/11/25,18,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,佐倉,八街幹部交番,122301,千葉県,八街市,八街ほ,2022/5/27,17,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,佐倉,八街幹部交番,122301,千葉県,八街市,八街ほ,2022/10/30,12,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街に,2022/9/28,0,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街に,2022/10/3,17,一戸建住宅,駐車（輪）場,キーなし,あり,貨物自動車
窃盗,自動車盗,佐倉,吉倉交番,122301,千葉県,八街市,砂,2022/12/13,17,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,吉倉交番,122301,千葉県,八街市,八街へ,2022/3/11,20,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,吉倉交番,122301,千葉県,八街市,八街へ,2022/5/30,13,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,佐倉,和田駐在所,122122,千葉県,佐倉市,瓜坪新田,2022/7/29,11,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,佐倉,山田台駐在所,122301,千葉県,八街市,滝台,2022/9/17,11,その他,その他,キーなし,なし,なし
窃盗,自動車盗,佐倉,山田台駐在所,122301,千葉県,八街市,山田台,2022/4/12,18,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,佐倉,弥富駐在所,122122,千葉県,佐倉市,岩富,2022/3/22,11,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,佐倉,弥富駐在所,122122,千葉県,佐倉市,岩富,2022/4/1,17,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,弥富駐在所,122122,千葉県,佐倉市,坂戸,2022/11/1,23,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,弥富駐在所,122122,千葉県,佐倉市,西御門,2022/12/9,7,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,榎戸交番,122301,千葉県,八街市,八街は,2022/5/22,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,佐倉,榎戸交番,122301,千葉県,八街市,八街は,2022/7/23,20,その他,駐車（輪）場,キーあり,なし,なし
窃盗,自動車盗,佐倉,榎戸交番,122301,千葉県,八街市,八街は,2022/7/30,5,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,佐倉,臼井交番,122122,千葉県,佐倉市,畔田,2022/4/12,11,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,佐倉,臼井交番,122122,千葉県,佐倉市,臼井,2022/4/11,8,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,佐倉,臼井交番,122122,千葉県,佐倉市,臼井台,2022/11/10,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,西林駐在所,122301,千葉県,八街市,八街い,2022/4/22,0,その他,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,佐倉,西林駐在所,122301,千葉県,八街市,八街い,2022/5/24,8,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,佐倉,酒々井交番,123226,千葉県,酒々井町,上岩橋,2022/11/22,22,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,酒々井交番,123226,千葉県,酒々井町,上本佐倉,2022/10/17,12,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,佐倉,酒々井交番,123226,千葉県,酒々井町,酒々井,2022/1/10,20,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,佐倉,酒々井交番,123226,千葉県,酒々井町,下岩橋,2022/12/4,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,佐倉,酒々井交番,123226,千葉県,酒々井町,墨,2022/5/18,19,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,佐倉,酒々井交番,123226,千葉県,酒々井町,墨,2022/7/12,18,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,成田,七栄交番,122335,千葉県,富里市,立沢,2022/12/24,17,その他,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,成田,七栄交番,122335,千葉県,富里市,立沢新田,2022/1/12,23,その他,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,成田,七栄交番,122335,千葉県,富里市,七栄,2022/2/28,11,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,成田,七栄交番,122335,千葉県,富里市,七栄,2022/3/5,20,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,成田,七栄交番,122335,千葉県,富里市,七栄,2022/11/13,12,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,成田,七栄交番,122335,千葉県,富里市,七栄,2022/11/24,1,その他,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,成田,七栄交番,122335,千葉県,富里市,七栄,2022/11/29,15,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,成田,七栄交番,122335,千葉県,富里市,七栄,2022/12/21,17,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,成田,七栄交番,122335,千葉県,富里市,七栄,2022/12/23,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,成田,両国駐在所,122335,千葉県,富里市,御料,2022/1/28,16,その他,その他,キーあり,なし,特殊自動車
窃盗,自動車盗,成田,両国駐在所,122335,千葉県,富里市,十倉,2022/12/1,22,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,成田,公津の杜交番,122114,千葉県,成田市,飯田町,2022/2/16,19,一戸建住宅,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,成田,公津の杜交番,122114,千葉県,成田市,飯田町,2022/12/6,16,一戸建住宅,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,成田,公津の杜交番,122114,千葉県,成田市,台方,2022/12/6,22,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,成田,公津の杜交番,122114,千葉県,成田市,並木町,2022/1/3,16,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,成田,公津の杜交番,122114,千葉県,成田市,公津の杜２丁目,2022/7/26,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,成田,公津の杜交番,122114,千葉県,成田市,公津の杜６丁目,2022/7/26,21,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,成田,十余三駐在所,122114,千葉県,成田市,取香,2022/9/10,12,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,成田,小菅駐在所,122114,千葉県,成田市,小菅,2022/9/20,0,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,成田,成田駅前交番,122114,千葉県,成田市,東町,2022/3/26,20,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,成田,日吉台交番,122335,千葉県,富里市,日吉倉,2022/9/10,不明,駐車（輪）場,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,成田,日吉台交番,122335,千葉県,富里市,日吉台６丁目,2022/9/12,19,一戸建住宅,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,成田,栄交番,123293,千葉県,栄町,竜角寺台４丁目,2022/2/14,19,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,成田,滑川駐在所,122114,千葉県,成田市,西大須賀,不明,不明,一戸建住宅,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,印西,中央駅前交番,122319,千葉県,印西市,木刈２丁目,2022/12/2,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,印西,冨士駐在所,122327,千葉県,白井市,冨士,2022/3/1,17,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,印西,小林交番,122319,千葉県,印西市,小林,2022/4/8,13,一戸建住宅,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,印西,岩戸駐在所,122319,千葉県,印西市,岩戸,2022/5/16,11,その他,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,印西,岩戸駐在所,122319,千葉県,印西市,岩戸,2022/5/17,3,その他,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,印西,木下駅前交番,122319,千葉県,印西市,竹袋,2022/6/26,0,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,印西,本埜駐在所,122319,千葉県,印西市,荒野,2022/7/31,17,その他,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,印西,牧の原前交番,122319,千葉県,印西市,草深,2022/8/17,16,その他,その他,キーなし,あり,特殊自動車
窃盗,自動車盗,印西,牧の原前交番,122319,千葉県,印西市,西の原２丁目,2022/3/14,22,一戸建住宅,駐車（輪）場,キーなし,なし,その他
窃盗,自動車盗,印西,牧の原前交番,122319,千葉県,印西市,西の原３丁目,2022/4/29,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,印西,牧の原前交番,122319,千葉県,印西市,牧の原４丁目,2022/9/12,1,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,印西,牧の原前交番,122319,千葉県,印西市,牧の原６丁目,2022/3/8,21,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,印西,白井交番,122327,千葉県,白井市,折立,2022/11/24,15,その他,その他,キーなし,なし,なし
窃盗,自動車盗,印西,白井交番,122327,千葉県,白井市,平塚,2022/6/25,22,一戸建住宅,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,印西,白井駅前交番,122327,千葉県,白井市,神々廻,2022/3/23,1,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,印西,白井駅前交番,122327,千葉県,白井市,神々廻,2022/8/4,17,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,印西,白井駅前交番,122327,千葉県,白井市,堀込３丁目,2022/1/26,2,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,印西,白井駅前交番,122327,千葉県,白井市,堀込３丁目,2022/1/26,2,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,印西,白井駅前交番,122327,千葉県,白井市,南山３丁目,2022/4/4,19,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,印西,船尾駐在所,122319,千葉県,印西市,武西,2022/11/10,22,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,印西,西白井駅前交番,122327,千葉県,白井市,七次台３丁目,2022/4/4,16,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,印西,西白井駅前交番,122327,千葉県,白井市,根,2022/3/28,23,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,印西,西白井駅前交番,122327,千葉県,白井市,根,2022/4/21,23,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,香取,九美上駐在所,122360,千葉県,香取市,福田,2022/4/20,19,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,香取,佐原駅前交番,122360,千葉県,香取市,大戸,2022/4/18,20,道路上,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,香取,北佐原駐在所,122360,千葉県,香取市,篠原ロ,2022/7/28,18,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,香取,多古幹部交番,123471,千葉県,多古町,島,2022/12/2,7,一戸建住宅,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,香取,大戸川駐在所,122360,千葉県,香取市,大戸川,2022/3/27,18,その他,その他,キーあり,なし,特殊自動車
窃盗,自動車盗,香取,大戸川駐在所,122360,千葉県,香取市,西部田,2022/2/18,20,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,香取,小見川幹部交番,122360,千葉県,香取市,八日市場,2022/12/9,17,その他,駐車（輪）場,キーなし,なし,その他
窃盗,自動車盗,香取,岩部駐在所,122360,千葉県,香取市,岩部,不明,不明,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,香取,東庄交番,123498,千葉県,東庄町,平山,不明,不明,その他,駐車（輪）場,キーあり,なし,特殊自動車
窃盗,自動車盗,香取,神里駐在所,122360,千葉県,香取市,虫幡,2022/4/20,18,その他,その他,キーなし,あり,なし
窃盗,自動車盗,香取,神里駐在所,122360,千葉県,香取市,龍谷,2022/3/21,16,一戸建住宅,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,銚子,中央交番,122025,千葉県,銚子市,川口町１丁目,2022/7/19,18,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,銚子,中央交番,122025,千葉県,銚子市,通町,2022/7/19,12,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,銚子,本城駐在所,122025,千葉県,銚子市,本城町４丁目,2022/3/1,19,その他,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,旭,万才駐在所,122157,千葉県,旭市,萬歳,2022/3/20,17,その他,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,旭,古城駐在所,122157,千葉県,旭市,秋田,2022/11/25,16,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,旭,古城駐在所,122157,千葉県,旭市,萬力,2022/5/1,1,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,旭,富浦駐在所,122157,千葉県,旭市,駒込,2022/8/24,10,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,旭,干潟駅前交番,122157,千葉県,旭市,川口,2022/3/18,8,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,旭,署所在地,122157,千葉県,旭市,イ,2022/6/30,23,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,旭,署所在地,122157,千葉県,旭市,イ,2022/10/30,10,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,旭,署所在地,122157,千葉県,旭市,イ,2022/12/1,17,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,旭,署所在地,122157,千葉県,旭市,ハ,2022/6/1,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,匝瑳,署所在地,122351,千葉県,匝瑳市,八日市場イ,2022/8/9,13,道路上,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,匝瑳,署所在地,122351,千葉県,匝瑳市,八日市場イ,2022/8/17,16,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,匝瑳,豊栄駐在所,122351,千葉県,匝瑳市,飯倉,2022/11/10,21,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,匝瑳,野手駐在所,122351,千葉県,匝瑳市,野手,2022/3/15,9,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,匝瑳,須賀駐在所,122351,千葉県,匝瑳市,蕪里,2022/11/22,2,一戸建住宅,駐車（輪）場,キーあり,あり,なし
窃盗,自動車盗,山武,千代田駐在所,124095,千葉県,芝山町,香山新田,2022/10/13,6,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,山武,埴谷駐在所,122378,千葉県,山武市,埴谷,2022/10/9,12,その他,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,山武,大平駐在所,122378,千葉県,山武市,松尾町折戸,2022/12/3,18,その他,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,山武,大平駐在所,122378,千葉県,山武市,松尾町木刀,2022/10/29,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,山武,日吉駐在所,124109,千葉県,横芝光町,二又,2022/5/19,1,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,山武,日向駐在所,122378,千葉県,山武市,武勝,2022/6/26,20,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,山武,松尾駐在所,122378,千葉県,山武市,松尾町祝田,2022/1/17,7,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,山武,横芝交番,124109,千葉県,横芝光町,横芝,2022/2/3,18,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,山武,白幡駐在所,122378,千葉県,山武市,白幡,2022/9/14,17,その他,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,山武,白浜駐在所,124109,千葉県,横芝光町,木戸,不明,不明,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,山武,芝山交番,124095,千葉県,芝山町,牧野,2022/6/17,17,その他,その他,キーあり,なし,特殊自動車
窃盗,自動車盗,山武,蓮沼村駐在所,122378,千葉県,山武市,蓮沼ホ,2022/9/4,14,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,山武,豊岡駐在所,122378,千葉県,山武市,松尾町山室,2022/10/5,23,一戸建住宅,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,東金,丘山駐在所,122131,千葉県,東金市,山田,2022/10/2,20,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,東金,丘山駐在所,122131,千葉県,東金市,油井,2022/11/8,9,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,東金,丘山駐在所,122131,千葉県,東金市,,2022/4/30,14,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,東金,九十九里交番,124036,千葉県,九十九里町,粟生,2022/10/25,20,道路上,その他,キーなし,なし,なし
窃盗,自動車盗,東金,九十九里交番,124036,千葉県,九十九里町,片貝,2022/11/4,17,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,東金,増穂交番,122394,千葉県,大網白里市,南横川,2022/1/8,18,一戸建住宅,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,東金,大網駅前交番,122394,千葉県,大網白里市,大網,2022/1/7,21,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,東金,大網駅前交番,122394,千葉県,大網白里市,大網,2022/10/4,18,その他,その他,キーなし,なし,なし
窃盗,自動車盗,東金,広瀬駐在所,122131,千葉県,東金市,広瀬,2022/5/8,22,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,東金,東金駅前交番,122131,千葉県,東金市,川場,2022/10/31,17,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,東金,東金駅前交番,122131,千葉県,東金市,北之幸谷,2022/6/26,7,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,東金,東金駅前交番,122131,千葉県,東金市,田中,2022/12/24,17,一戸建住宅,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,東金,東金駅前交番,122131,千葉県,東金市,田間,2022/7/22,19,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,東金,東金駅前交番,122131,千葉県,東金市,田間２丁目,2022/12/23,12,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,東金,東金駅前交番,122131,千葉県,東金市,台方,2022/12/14,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,東金,東金駅前交番,122131,千葉県,東金市,堀上,2022/6/26,8,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,東金,東金駅前交番,122131,千葉県,東金市,南上宿,2022/9/12,19,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,東金,東金駅前交番,122131,千葉県,東金市,南上宿,2022/9/22,15,駐車（輪）場,駐車（輪）場,キーなし,なし,特殊自動車
